연도,도시,지역,국가,모양,지속초,시간대
1955,Warrington,FL,US,fireball,300,night
2021,Kennebunk,ME,US,flash,60,night
2021,Williams,OR,US,flash,1,night
2020,Riverdale,GA,US,flash,3,afternoon
2020,Mountain Home,AR,US,flash,1,night
2020,New York City,NY,US,flash,10,civil dusk
2019,Eugene,OR,US,flash,2,civil dawn
2019,Valatie,NY,US,flash,2,afternoon
2019,Logansport,IN,US,flash,60,night
2019,Port Charlotte,FL,US,flash,300,night
2019,Detroit,MI,US,flash,600,afternoon
2018,Denver,CO,US,flash,15,night
2018,Pleasant Grove,UT,US,flash,1,night
2018,Fairbanks,AK,US,flash,5,night
2017,Port Orchard,WA,US,flash,1,night
2017,Grand Junction,CO,US,flash,18000,night
2017,San Bernardino,CA,US,flash,300,night
2017,Dunedin,FL,US,flash,1,night
2017,Georgetown,SC,US,flash,1800,night
2016,Twin Falls,ID,US,flash,900,morning
2016,Paphos,Pafos,CY,flash,3,astronomical dusk
2016,Wellington,Wellington,NZ,flash,15,night
2016,Hamden,CT,US,flash,5,night
2016,Conway,SC,US,flash,2,night
2015,Corona,CA,US,flash,1,astronomical dusk
2015,Magalia,CA,US,flash,1800,civil dusk
2015,Lavallette,NJ,US,flash,4,nautical dusk
2015,Mason,MI,US,flash,1200,night
2015,Lansing,NY,US,flash,5,night
2014,Powhatan,VA,US,flash,5,night
2014,Schenectady,NY,US,flash,10,night
2014,Battle Mountain,NV,US,flash,600,morning
2014,Indian Trail,NC,US,flash,300,nautical dusk
2014,Portland,OR,US,flash,300,morning
2014,Piñon Hills,CA,US,flash,60,morning
2013,Riverdale,UT,US,flash,2,night
2013,Lyndon,VT,US,flash,60,nautical dusk
2013,Albuquerque,NM,US,flash,60,night
2013,Clarksville,AR,US,flash,1,night
2013,Acton,CA,US,flash,600,night
2013,Athens,AL,US,flash,300,night
2012,Deltona,FL,US,flash,1800,nautical dawn
2012,Villa Hills,KY,US,flash,86400,night
2012,Alpine,UT,US,flash,5,nautical dusk
2012,Seaside,OR,US,flash,3,NA
2012,Greer,SC,US,flash,180,morning
2012,Essex Junction,VT,US,flash,0,night
2011,Cedar City,UT,US,flash,360,astronomical dusk
2011,Houston,TX,US,flash,30,night
2011,Safford,AZ,US,flash,1800,night
2011,Boca Raton,FL,US,flash,600,night
2010,Glendale,AZ,US,flash,10,astronomical dusk
2010,Beijing,Beijing,CN,flash,86400,civil dusk
2009,Canon City,CO,US,flash,5400,astronomical dusk
2009,McAllen,TX,US,flash,240,night
2009,Modesto,CA,US,flash,86400,morning
2009,Arlee,MT,US,flash,1200,night
2008,Kankakee,IL,US,flash,1,night
2008,Surfside Beach,SC,US,flash,120,morning
2008,Cramerton,NC,US,flash,240,night
2007,Crete,IL,US,flash,180,night
2007,Hernando,MS,US,flash,10,night
2006,Garden City,MI,US,flash,120,civil dawn
2006,Fargo,ND,US,flash,20,astronomical dawn
2006,Palmetto,FL,US,flash,86400,night
2005,Leominster,MA,US,flash,1,night
2005,Snoqualmie,WA,US,flash,2,afternoon
2005,Redmond,WA,US,flash,180,NA
2004,Vancouver,BC,CA,flash,1,night
2004,Southern Pines,NC,US,flash,2,night
2004,Houston,TX,US,flash,1,night
2003,Thomson,GA,US,flash,5,night
2003,Ottawa,ON,CA,flash,10,afternoon
2003,Birmingham,ENG,GB,flash,7200,night
2002,Plymouth,ENG,GB,flash,10,night
2002,Barrie,ON,CA,flash,45,night
2001,Ruidoso,NM,US,flash,10,night
2000,Oostburg,WI,US,flash,43200,night
2000,New York City,NY,US,flash,3,night
1999,El Dorado Hills,CA,US,flash,10,astronomical dusk
1999,Arvada,CO,US,flash,5,night
1998,Davie,FL,US,flash,2,night
1996,Hastings,MN,US,flash,3,afternoon
1990,Honolulu,HI,US,flash,86400,afternoon
1965,Colville,WA,US,flash,30,NA
2022,Lebanon,PA,US,formation,13,nautical dawn
2022,Concrete,WA,US,formation,300,night
2022,Carlsbad,CA,US,formation,1140,night
2022,Fresno,CA,US,formation,240,afternoon
2021,Dallas,TX,US,formation,480,night
2021,Gaston,SC,US,formation,10,night
2021,Shaver Lake,CA,US,formation,300,astronomical dusk
2021,Riverdale,UT,US,formation,86400,afternoon
2021,Belgrade,MT,US,formation,180,nautical dawn
2021,Aurora,CO,US,formation,300,morning
2020,Leland,NC,US,formation,60,night
2020,Corona,CA,US,formation,120,astronomical dawn
2020,Ash,ENG,GB,formation,600,astronomical dawn
2020,Dubuque,IA,US,formation,600,afternoon
2020,Zillah,WA,US,formation,180,astronomical dawn
2020,Honolulu,HI,US,formation,60,nautical dusk
2020,San Diego,CA,US,formation,300,morning
2020,Lebanon,IN,US,formation,45,astronomical dusk
2020,Muncy,PA,US,formation,180,nautical dusk
2020,El Sobrante,CA,US,formation,1800,nautical dawn
2020,Bakersfield,CA,US,formation,1800,night
2020,Hobart,OK,US,formation,1800,night
2020,Colorado Springs,CO,US,formation,900,night
2020,Antelope,CA,US,formation,60,nautical dawn
2020,Ventura,CA,US,formation,60,astronomical dawn
2020,Many Farms,AZ,US,formation,600,astronomical dusk
2020,Shreveport,LA,US,formation,1800,nautical dusk
2019,Saskatoon,SK,CA,formation,300,night
2019,New Bern,NC,US,formation,15,night
2019,Yuma,AZ,US,formation,180,night
2019,Winnipeg,MB,CA,formation,15,night
2019,Castle Rock,CO,US,formation,300,nautical dusk
2019,Puyallup,WA,US,formation,600,astronomical dusk
2019,Duluth,MN,US,formation,120,NA
2019,Hershey,PA,US,formation,120,afternoon
2019,Portsmouth,VA,US,formation,900,nautical dusk
2019,Coral Springs,FL,US,formation,86400,night
2019,Englewood,FL,US,formation,60,morning
2018,Petaluma,CA,US,formation,3600,afternoon
2018,Guerneville,CA,US,formation,180,afternoon
2018,San Diego,CA,US,formation,1800,nautical dusk
2018,Wasilla,AK,US,formation,300,morning
2017,Castle Rock,CO,US,formation,900,night
2017,Middlesex,NC,US,formation,20,civil dusk
2017,Moose Jaw,SK,CA,formation,30,night
2017,Seattle,WA,US,formation,3000,nautical dawn
2017,Beloit,WI,US,formation,15,civil dusk
2017,Sonoma,CA,US,formation,10,night
2017,Sahuarita,AZ,US,formation,360,night
2017,Lutz,FL,US,formation,20,night
2016,Phoenix,AZ,US,formation,300,night
2016,Deer Park,NY,US,formation,10,night
2016,Niagara Falls,ON,CA,formation,300,morning
2016,Clinton,TN,US,formation,150,afternoon
2016,Bridgewater,PA,US,formation,300,nautical dusk
2016,Fayetteville,NC,US,formation,600,night
2016,San Diego,CA,US,formation,1800,afternoon
2016,Wellton,AZ,US,formation,2700,astronomical dusk
2016,Albuquerque,NM,US,formation,420,afternoon
2015,Athens,GA,US,formation,10,night
2015,San Dimas,CA,US,formation,5,night
2015,Glen Ellyn,IL,US,formation,300,astronomical dusk
2015,Port Chester,NY,US,formation,60,astronomical dusk
2015,Independence,KY,US,formation,120,night
2015,Palmyra,NJ,US,formation,5,night
2015,Kamloops,BC,CA,formation,30,nautical dusk
2015,Benicia,CA,US,formation,900,night
2015,Houston,TX,US,formation,300,night
2014,Gardner,MA,US,formation,120,night
2014,Elkhorn,WI,US,formation,1800,afternoon
2014,Matthews,NC,US,formation,600,night
2014,San Jose,CA,US,formation,1200,night
2014,Pullman,WA,US,formation,600,night
2014,Seattle,WA,US,formation,1800,afternoon
2014,Charlotte,NC,US,formation,86400,nautical dusk
2014,Redlands,CA,US,formation,300,afternoon
2014,Johnson City,TX,US,formation,10,afternoon
2014,Rock Hill,SC,US,formation,480,nautical dusk
2014,Garner,NC,US,formation,180,night
2014,Thousand Oaks,CA,US,formation,120,night
2014,Boca Raton,FL,US,formation,600,night
2014,Stockton,CA,US,formation,300,night
2013,Kewaunee,WI,US,formation,600,night
2013,Oviedo,FL,US,formation,120,civil dusk
2013,Pottstown,PA,US,formation,120,nautical dusk
2013,Lima,OH,US,formation,600,astronomical dusk
2013,Waterford,WI,US,formation,60,night
2013,Colorado Springs,CO,US,formation,300,night
2013,Santa Monica,CA,US,formation,600,night
2013,Dearborn,MI,US,formation,900,astronomical dusk
2013,Capitol heights,MD,US,formation,900,night
2013,Arlington Heights,IL,US,formation,600,night
2013,Lebanon,PA,US,formation,10,night
2013,Lewisville,TX,US,formation,300,night
2012,Abilene,TX,US,formation,360,night
2012,Chesapeake,VA,US,formation,50,night
2012,Lafayette,LA,US,formation,420,night
2012,Canoga Park,CA,US,formation,120,nautical dawn
2012,Green Bay,WI,US,formation,600,nautical dusk
2012,Sandy,UT,US,formation,60,night
2012,Miami,FL,US,formation,60,civil dusk
2012,Knoxville,TN,US,formation,300,afternoon
2012,Binghamton,NY,US,formation,8,night
2012,Saranac Lake,NY,US,formation,10,night
2011,Mayer,AZ,US,formation,30,night
2011,Murfreesboro,TN,US,formation,10,afternoon
2011,Cary,NC,US,formation,20,afternoon
2011,Terrell,TX,US,formation,120,night
2011,Leesburg,VA,US,formation,300,nautical dusk
2011,Burlington,ON,CA,formation,180,night
2011,Vancouver,WA,US,formation,20,night
2010,Cambridge,OH,US,formation,300,night
2010,Spokane Valley,WA,US,formation,10,nautical dusk
2010,Tucson,AZ,US,formation,300,night
2010,Oro Valley,AZ,US,formation,120,night
2009,Lake Forest,CA,US,formation,900,nautical dusk
2009,Mount Pleasant,SC,US,formation,30,astronomical dusk
2009,Lake Carmel,NY,US,formation,1200,nautical dawn
2009,Florissant,MO,US,formation,120,astronomical dawn
2009,Dubuque,IA,US,formation,10,night
2009,Lake George,NY,US,formation,180,morning
2008,Mesa,AZ,US,formation,2400,afternoon
2008,Baton Rouge,LA,US,formation,30,night
2008,Yuma,AZ,US,formation,600,night
2008,Belgrade,Central Serbia,RS,formation,600,astronomical dusk
2008,Crestwood,IL,US,formation,600,morning
2008,Encinal,TX,US,formation,1200,night
2007,Hershey,PA,US,formation,30,civil dusk
2007,Sedalia,MO,US,formation,15,night
2007,Sparks,NV,US,formation,600,morning
2007,Hilliard,OH,US,formation,600,astronomical dusk
2007,Hoffman Estates,IL,US,formation,60,morning
2007,Oak Hill,WV,US,formation,180,astronomical dusk
2006,Buena Park,CA,US,formation,10,morning
2006,Green Valley,AZ,US,formation,900,nautical dawn
2006,Santa Ana,CA,US,formation,1200,afternoon
2006,Beardstown,IL,US,formation,600,morning
2005,Washington,DC,US,formation,120,night
2005,Cannock,ENG,GB,formation,180,night
2005,De Soto,MO,US,formation,300,astronomical dusk
2005,Kokomo,IN,US,formation,60,night
2005,London,ENG,GB,formation,60,night
2004,Tinley Park,IL,US,formation,900,night
2004,Lincolnton,GA,US,formation,10,night
2004,Houston,TX,US,formation,1260,nautical dusk
2004,Lakeland,FL,US,formation,2700,night
2004,Yakima,WA,US,formation,900,night
2004,Albany,OR,US,formation,300,night
2003,Orlando,FL,US,formation,15,night
2003,Seattle,WA,US,formation,5,night
2003,Corbin,KY,US,formation,60,night
2003,Torquay,ENG,GB,formation,15,night
2002,Dane,WI,US,formation,120,night
2002,Hamilton,ON,CA,formation,8,night
2002,Lansdale,PA,US,formation,60,civil dusk
2002,Courtenay,BC,CA,formation,60,night
2001,Weatherford,TX,US,formation,30,night
2001,Las Vegas,NV,US,formation,300,afternoon
2001,Everett,WA,US,formation,180,morning
2001,Las Vegas,NV,US,formation,5,astronomical dusk
2001,Jerome,ID,US,formation,60,night
2000,Laughlin,NV,US,formation,60,night
2000,Prescott Valley,AZ,US,formation,600,nautical dusk
2000,Santee,CA,US,formation,60,night
1999,Birch Run,MI,US,formation,10,night
1999,Brier,WA,US,formation,30,night
1999,Portales,NM,US,formation,10,night
1998,Lewiston,ME,US,formation,43200,night
1998,Bel Air,MD,US,formation,5,night
1997,Mukilteo,WA,US,formation,120,night
1997,Issaquah,WA,US,formation,120,night
1997,Prescott,AZ,US,formation,300,night
1995,Burgess Hill,ENG,GB,formation,600,afternoon
1993,Laramie,WY,US,formation,60,morning
1989,Orem,UT,US,formation,1200,afternoon
1985,Whitney,TX,US,formation,600,night
1979,Cold Lake,AB,CA,formation,45,night
1973,Newport Beach,CA,US,formation,10,night
1959,Mexico City,Mexico City,MX,formation,60,astronomical dusk
2023,Humboldt,TN,US,light,180,morning
2023,Raleigh,NC,US,light,2100,afternoon
2023,South Lyon,MI,US,light,180,night
2023,New York City,NY,US,light,1800,night
2023,Chino Valley,AZ,US,light,1800,night
2022,Baltimore,MD,US,light,10,night
2022,Sun city,AZ,US,light,180,night
2022,Ariel,Judea and Samaria Area,IL,light,22,afternoon
2022,Georgetown,TX,US,light,180,night
2022,Brandon,MB,CA,light,600,night
2022,Manhattan,NY,US,light,600,afternoon
2022,Dover,DE,US,light,300,astronomical dusk
2022,Lawrenceburg,KY,US,light,15,morning
2022,Youngstown,NY,US,light,900,night
2022,Ipswich,ENG,GB,light,240,astronomical dusk
2022,Ewing,NJ,US,light,120,astronomical dusk
2022,Leander,TX,US,light,30,astronomical dusk
2022,Oklahoma City,OK,US,light,5,morning
2022,Hendersonville,TN,US,light,600,nautical dusk
2022,Casa Grande,AZ,US,light,4,night
2022,Baldwin,GA,US,light,2,night
2022,Winchester,VA,US,light,7,astronomical dawn
2022,Socastee,SC,US,light,120,nautical dusk
2021,Litchfield,NH,US,light,180,night
2021,Albuquerque,NM,US,light,15,night
2021,Dennis,MA,US,light,10,astronomical dawn
2021,kingston,ON,CA,light,5,night
2021,Albany,OR,US,light,300,night
2021,Manahawkin,NJ,US,light,60,morning
2021,Crystal Lake,IL,US,light,600,astronomical dusk
2021,Seattle,WA,US,light,15,NA
2021,Perry,OK,US,light,180,nautical dusk
2021,Senoia,GA,US,light,60,night
2021,Rockville,MD,US,light,120,night
2021,Everett,WA,US,light,900,civil dusk
2021,Palatine,IL,US,light,600,morning
2021,Richboro,PA,US,light,3,civil dusk
2021,Denver,CO,US,light,180,night
2021,Bremerton,WA,US,light,60,night
2021,Frisco,TX,US,light,120,nautical dusk
2021,San Diego,CA,US,light,60,night
2020,lake elsinore,CA,US,light,30,night
2020,OCEAN CITY,MD,US,light,900,astronomical dusk
2020,Richmond,VA,US,light,300,night
2020,Parkesburg,PA,US,light,2,nautical dawn
2020,Virginia beach,VA,US,light,600,astronomical dawn
2020,San Antonio,TX,US,light,15,night
2020,Cache,OK,US,light,180,astronomical dusk
2020,New York City,NY,US,light,300,astronomical dawn
2020,Cicero,NY,US,light,10,night
2020,Temecula,CA,US,light,900,night
2020,Troy,NY,US,light,120,night
2020,Huntsville,AL,US,light,30,astronomical dusk
2020,Lake Havasu City,AZ,US,light,2,nautical dawn
2020,Marysville,OH,US,light,180,night
2020,Cambridge,OH,US,light,60,night
2020,Pickering,ON,CA,light,2,night
2020,Balnarring,Victoria,AU,light,60,night
2020,Eugene,OR,US,light,180,night
2020,Waterford,NY,US,light,86400,night
2020,Moore,OK,US,light,10,nautical dusk
2020,Plano,TX,US,light,180,astronomical dusk
2020,Duluth,MN,US,light,30,civil dusk
2020,Oxford,MI,US,light,86400,night
2020,Woodstock,NY,US,light,120,nautical dawn
2020,Blairsville,GA,US,light,5,afternoon
2020,Marietta,OH,US,light,30,nautical dawn
2020,Daly City,CA,US,light,1200,afternoon
2020,Nokomis,FL,US,light,480,afternoon
2020,Roseville,MN,US,light,60,astronomical dawn
2020,Thiensville,WI,US,light,300,nautical dusk
2020,New Smyrna Beach,FL,US,light,20,astronomical dusk
2020,Iowa Park,TX,US,light,240,night
2020,South Charleston,WV,US,light,300,nautical dusk
2020,Aurora,IL,US,light,60,astronomical dusk
2020,Darlington,ENG,GB,light,1800,night
2020,Blue Springs,MO,US,light,600,astronomical dusk
2020,Park Rapids,MN,US,light,900,astronomical dusk
2020,Sandy,UT,US,light,1800,night
2020,Joplin,MO,US,light,600,nautical dusk
2020,Lodi,CA,US,light,900,nautical dawn
2020,SeaTac,WA,US,light,600,night
2020,Mayflower,AR,US,light,1800,night
2020,Ironwood,MI,US,light,600,nautical dusk
2020,Anderson,SC,US,light,1800,night
2020,Gassville,AR,US,light,120,night
2020,Redding,CA,US,light,2700,morning
2020,Phoenix,AZ,US,light,180,nautical dawn
2020,Milford,ME,US,light,5,night
2020,Richland,WA,US,light,600,astronomical dawn
2020,Minneapolis,MN,US,light,300,night
2020,Cheboygan,MI,US,light,180,astronomical dusk
2020,Madison,WI,US,light,180,night
2020,Greenfield,IN,US,light,300,astronomical dusk
2020,Pasco,WA,US,light,1500,astronomical dawn
2020,Saint Francis,ME,US,light,1800,night
2020,Grand Junction,CO,US,light,90,nautical dawn
2020,Edina,MO,US,light,15,night
2020,Stockton,CA,US,light,30,night
2020,Killeen,TX,US,light,180,civil dusk
2020,Sand Springs,OK,US,light,120,night
2020,Mesa,AZ,US,light,300,night
2020,Hawkesbury,ON,CA,light,900,night
2020,Palm Coast,FL,US,light,60,astronomical dusk
2020,Whiteriver,AZ,US,light,10,night
2020,Wesley Chapel,FL,US,light,1800,night
2019,Enumclaw,WA,US,light,30,astronomical dusk
2019,Sturgis,MI,US,light,600,night
2019,Hays,KS,US,light,600,nautical dusk
2019,Portsmouth,NH,US,light,300,night
2019,Fond Du Lac,WI,US,light,1,night
2019,Moncton,NB,CA,light,600,astronomical dawn
2019,Oceanside,CA,US,light,180,morning
2019,Arlington,WA,US,light,2400,night
2019,Brighton,CO,US,light,900,night
2019,Noble,OK,US,light,240,night
2019,Chickasha,OK,US,light,120,astronomical dusk
2019,Evansville,IN,US,light,1800,night
2019,Cape Town,Western Cape,ZA,light,1800,night
2019,Berlin,NH,US,light,600,night
2019,Kingsport,TN,US,light,15,night
2019,Los angeles,CA,US,light,4,night
2019,Denton,TX,US,light,1200,morning
2019,Fayetteville,AR,US,light,2,night
2019,Duluth,MN,US,light,600,night
2019,Maynard,MA,US,light,90,night
2019,Portland,OR,US,light,1200,morning
2019,Wellfleet,MA,US,light,86400,night
2019,Hornell,NY,US,light,1800,afternoon
2019,Marietta,GA,US,light,300,civil dawn
2019,Oshkosh,WI,US,light,60,nautical dusk
2019,Tempe,AZ,US,light,1800,night
2019,Pueblo,CO,US,light,900,astronomical dusk
2019,Spokane,WA,US,light,5,nautical dusk
2019,Ipswich,ENG,GB,light,35,NA
2019,Stevensville,MT,US,light,120,NA
2019,Lincoln Park,MI,US,light,120,night
2019,Spencer,MA,US,light,20,night
2019,Red Deer,AB,CA,light,20,night
2019,Sisseton,SD,US,light,15,astronomical dusk
2019,Kent,CT,US,light,180,night
2019,Rocky Point,NC,US,light,300,night
2019,Gibbstown,NJ,US,light,180,astronomical dusk
2019,Valparaiso,IN,US,light,900,afternoon
2019,Mesa,AZ,US,light,1500,civil dusk
2019,Worth,IL,US,light,5,afternoon
2019,Eloy,AZ,US,light,300,night
2019,Anchorage,AK,US,light,600,civil dusk
2019,Mount Juliet,TN,US,light,4,night
2019,San Luis Obispo,CA,US,light,120,night
2019,Saint James,NY,US,light,2,night
2019,Hamersville,OH,US,light,1200,night
2018,Spirit lake,ID,US,light,1500,nautical dawn
2018,Longmont,CO,US,light,30,astronomical dusk
2018,Eufaula,OK,US,light,900,night
2018,Pittsburgh,PA,US,light,20,night
2018,Fort Lauderdale,FL,US,light,1200,night
2018,Barrington,IL,US,light,180,night
2018,Desert Aire,WA,US,light,30,night
2018,Belleville,IL,US,light,20,civil dawn
2018,Houston,TX,US,light,2100,astronomical dusk
2018,Fort Walton Beach,FL,US,light,10,night
2018,Houston,TX,US,light,300,nautical dusk
2018,Brooklyn Park,MD,US,light,240,astronomical dusk
2018,Langhorne,PA,US,light,15,astronomical dusk
2018,Shepherd,TX,US,light,90,night
2018,Winchester,VA,US,light,900,civil dusk
2018,Georgetown,TX,US,light,1500,astronomical dawn
2018,Livermore,CA,US,light,300,nautical dusk
2018,Little Falls,NJ,US,light,2400,night
2018,Wasilla,AK,US,light,60,night
2018,Vancouver,WA,US,light,5,astronomical dusk
2018,North Plains,OR,US,light,2400,night
2018,Troy,KS,US,light,300,night
2018,Lake Wales,FL,US,light,3,night
2018,Grass Lake,MI,US,light,5,night
2018,Williamston,MI,US,light,120,afternoon
2017,Discovery Bay,CA,US,light,30,night
2017,Wilton,CT,US,light,1200,night
2017,Durham,NC,US,light,10,night
2017,Lumberton,TX,US,light,7200,night
2017,Homestead,FL,US,light,900,night
2017,Reno,NV,US,light,420,night
2017,Orlando,FL,US,light,300,nautical dusk
2017,Mason,OH,US,light,5400,night
2017,Billings,MT,US,light,300,astronomical dusk
2017,Broadview Heights,OH,US,light,2,night
2017,Sykesville,MD,US,light,300,civil dawn
2017,Indianapolis,IN,US,light,2400,night
2017,Vicksburg,MI,US,light,240,night
2017,Eugene,OR,US,light,300,night
2017,Brainerd,MN,US,light,5,afternoon
2017,Saint George,UT,US,light,3600,night
2017,Crystal Lake,IL,US,light,240,astronomical dusk
2017,Everett,WA,US,light,1800,astronomical dusk
2017,Oak Ridge,TN,US,light,5,astronomical dusk
2017,Prospect,PA,US,light,900,astronomical dusk
2017,Friant,CA,US,light,6,astronomical dusk
2017,Minneapolis,MN,US,light,300,night
2017,Walsenburg,CO,US,light,30,night
2017,Baltimore,MD,US,light,5400,astronomical dawn
2017,Arlington,MA,US,light,5400,night
2017,Kansas City,KS,US,light,5,astronomical dawn
2017,Clearwater,FL,US,light,20,night
2017,Sylvester,GA,US,light,30,night
2017,Clovis,CA,US,light,30,astronomical dusk
2017,Conway,AR,US,light,120,night
2017,West Palm Beach,FL,US,light,60,nautical dusk
2017,Las Vegas,NV,US,light,180,night
2017,Chicago,IL,US,light,5,night
2017,Glendale Heights,IL,US,light,600,astronomical dusk
